rank,story_id,title,main_category,subcategory,book_title,author,version,readiness,hook,emotion,share,save,voice,arc,video,trust,total,decision,recommended_format,reason,fact_check_note
677,1064,Google çalışanına verilen dürüst geri bildirim,Liderlik,Liderlik,Dürüst Olmak,Kim Scott,1,Temel,11,7,8,11,9,6,12,2,66,Düşük öncelik,Carousel,Dürüstlük ikilemi iyi bir sohbet açıyor; isimsiz Google anekdotu ve kariyer dönüşümü yeterince doğrulanmıyor.,Kaynak kontrolü şart
678,1071,Adam Grant'in toplu e-posta stratejisi,Verimlilik,Verimlilik,Derin Çalışma,Cal Newport,1,Temel,12,6,8,13,7,6,12,2,66,Düşük öncelik,Carousel,E-postaları toplama fikri pratik ve kaydedilir; verimliliğin ikiye katlandığı iddiası kaynak gerektiriyor.,Kaynak kontrolü şart
679,1175,Eleştiri yerine soru sormak,İletişim,İletişim,İkna Sanatı,Dale Carnegie,1,Temel,11,7,8,12,9,6,12,1,66,Düşük öncelik,Carousel,Azar yerine soru sorma hemen uygulanır; isimsiz fabrika olayı özgünlük ve güven üretmiyor.,Kaynak kontrolü şart
680,1082,Kirpi Konsepti,Verimlilik,İş Dünyası,Good to Great,Jim Collins,1,Temel,11,6,8,13,8,5,11,4,66,Düşük öncelik,Carousel,Kirpi ve üç daire kaydedilebilir bir çerçeve; karakter ve olay eksikliği videoda duyguyu azaltıyor.,Kaynak kontrolü önerilir
681,1130,Şampiyonların sırrı: zorluğu sevmek,Psikoloji,Psikoloji,Büyüme Zihniyeti,Carol Dweck,1,Temel,11,7,8,12,9,5,11,3,66,Düşük öncelik,Carousel,Tehdit ve fırsat karşıtlığı faydalı; belirli sporcu veya çalışma olmayınca anlatı genel motivasyonda kalıyor.,Kaynak kontrolü şart
682,1138,Güven vergisi ve güven temettüsü,Liderlik,Liderlik,Hız ve Güven,Stephen M. R. Covey,1,Temel,11,6,8,13,8,5,11,4,66,Düşük öncelik,Carousel,Vergi ve temettü çerçevesi iş hayatında kaydedilir; karakter ve olay olmayınca video anlatısı kuru kalıyor.,Kaynak kontrolü önerilir
683,1157,Zorlukları hediyeye çevirmek,Psikoloji,Psikoloji,Olumlu Zeka,Shirzad Chamine,1,Temel,11,7,8,12,9,5,11,3,66,Düşük öncelik,Carousel,Tehdit mi ders mi sorusu kullanışlı fakat belirli vaka yok; olumlu yeniden çerçeveleme genel kalıyor.,Kaynak kontrolü şart
684,1183,Finansal özgürlüğün beş adımı,Finans,Finans,Money: Master the Game,Tony Robbins,1,Temel,11,6,8,15,8,4,11,3,66,Düşük öncelik,Carousel,"Beş finans adımı pratik bir liste; anlatı, duygu ve yatırım risklerine ilişkin nüans sınırlı.",Kaynak kontrolü şart
685,1625,Rolü tersine çevirmek — ebeveynin çocuğu olan çocuk,Psikoloji,Psikoloji,Duygusal Olgunlaşmamış Ebeveynler,Lindsay Gibson,1,Temel,9,8,10,9,7,5,14,3,65,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü şart
686,1640,Utanç ve suçluluk — birbirinden çok farklı iki his,Büyüme,Kişisel Gelişim,Özgür Olmak 2,Brené Brown,1,Temel,9,7,10,7,7,7,14,4,65,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; ilk saniye etkisi geliştirilmeli.,Kaynak kontrolü önerilir
687,1653,Yaşam kalitesi ve akış — mutluluğun yanlış aranması,Psikoloji,Psikoloji,Akış Bulmak,Mihaly Csikszentmihalyi,1,Temel,9,7,10,9,7,5,14,4,65,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
688,1664,Acı bedeni — geçmişin duygusal tortusu,Psikoloji,Farkındalık,Yeni Toprak,Eckhart Tolle,1,Temel,9,6,10,10,6,6,14,4,65,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
689,1675,Kimlik temelli alışkanlıklar — ben bu tür biriyim,Liderlik,Yönetim,Başarılı Değişim,James Clear,1,Temel,9,5,10,10,6,7,14,4,65,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; ilk saniye etkisi geliştirilmeli.",Kaynak kontrolü önerilir
690,1258,Büyük İskender'in hareketsizlik dersi,Felsefe,Felsefe,Stillness Is the Key,Ryan Holiday,1,Temel,11,6,9,10,7,7,14,1,65,Düşük öncelik,Kart testi,Bekleyişten zafere geçiş sinematik; İskender anekdotu kaynak ve somut savaş bilgisi olmadan güven vermiyor.,Kaynak kontrolü şart
691,1091,Jack Canfield'ın 100 dolarlık banknot hedefi,Verimlilik,Verimlilik,Odaklanma Gücü,Jack Canfield,1,Temel,13,7,9,9,8,6,13,0,65,Düşük öncelik,Kart testi,Aynadaki banknot ve on iki kat gelir dikkat çekiyor; görselleştirmenin başarıyı yarattığı çıkarımı güven vermiyor.,Kaynak kontrolü şart
692,1173,Köpek çalınan adam,İletişim,İletişim,İkna Sanatı,Dale Carnegie,1,Temel,12,7,8,9,9,6,13,1,65,Düşük öncelik,Kart testi,Köpeği dinleyerek geri alma sıcak bir mesaj taşıyor; Roosevelt bağlantısı ve olayın kaynağı belirsiz.,Kaynak kontrolü şart
693,1286,Koşullar değil karakter belirler,Felsefe,Felsefe,İnsan Nasıl Düşünür,James Allen,1,Temel,11,7,8,10,8,6,13,2,65,Düşük öncelik,Kart testi,Karakter-rotası sözü akılda kalıyor; koşulları kişisel düşünceye bağlamak suçlayıcı ve kanıtsız görünebilir.,Kaynak kontrolü şart
694,1439,Rasyonel şefkat — empatinin ötesi,Psikoloji,Psikoloji,Against Empathy,Paul Bloom,1,Temel,10,5,10,12,7,5,12,4,65,Düşük öncelik,Carousel,Rasyonel şefkat ayrımı düşündürücü ve faydalı; somut karakter olmadığı için yayılma gücü orta.,Kaynak kontrolü önerilir
695,1498,Beş kabile aşaması,Liderlik,Liderlik,Kabile Liderliği,Dave Logan,1,Temel,10,4,9,14,7,5,12,4,65,Düşük öncelik,Carousel,Beş kabile aşaması ekipleri teşhis etmeye yarıyor; model yoğunluğu kısa videoda sadeleştirme gerektirir.,Kaynak kontrolü önerilir
696,1505,BATNA — en iyi alternatif,İletişim,Müzakere,Müzakerede Evet Almak,Roger Fisher,1,Temel,10,3,9,14,7,5,12,5,65,Düşük öncelik,Carousel,BATNA pazarlık öncesi net bir araç sunuyor; eğitim değeri yüksek ama duygu ve doğal paylaşım dürtüsü sınırlı.,Standart doğrulama
697,1532,Dört soru türü ve ihtiyaç keşfi,Finans,Satış,SPIN Satış,Neil Rackham,1,Temel,9,3,9,15,7,5,12,5,65,Düşük öncelik,Carousel,SPIN'in dört sorusu çok kaydedilebilir bir şablon; liste yapısı ve kurumsal ton viral duyguyu azaltıyor.,Standart doğrulama
698,1093,Odak sistemi ve kurbağayı yemek,Verimlilik,Verimlilik,Odaklanma Gücü,Jack Canfield,1,Temel,12,6,8,13,8,5,12,1,65,Düşük öncelik,Carousel,Kurbağa metaforu kaydedilir ama çok tanıdık; başarı örüntüsü kanıtlanmış gibi sunuluyor.,Kaynak kontrolü şart
699,1229,Enerji yönetimi ve niyet,Büyüme,Kişisel Gelişim,Yüksek Performans,Brendon Burchard,1,Temel,11,6,8,12,9,5,11,3,65,Düşük öncelik,Carousel,Zaman yerine enerji yönetimi yararlı ama olay ve veri yok; niyet sorusu kaydetmeye değer.,Kaynak kontrolü şart
700,1634,Dopamin ve anlam — DEHB beyninin gerçek ihtiyacı,Psikoloji,Psikoloji,Dağınık Beyin,Gabor Maté,1,Temel,9,7,10,9,7,5,14,3,64,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü şart
701,1643,Hikaye tamamlama — beyin boşluğu nasıl dolduruyor,Büyüme,Dayanıklılık,Güçlü Kalkmak,Brené Brown,1,Temel,9,5,10,10,6,6,14,4,64,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
702,1649,Kıskançlık ve haset — sık karıştırılan iki ayrı yara,Psikoloji,Duygular,Kalbin Haritası,Brené Brown,1,Temel,9,7,10,7,7,6,14,4,64,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
703,1654,Yaratıcı kişilik — paradoksların insanı,Verimlilik,Yaratıcılık,Yaratıcılık ve Akış,Mihaly Csikszentmihalyi,1,Temel,10,4,10,10,6,5,14,5,64,Düşük öncelik,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
704,1676,İki dakika kuralı — başlamak bitirmekten önemlidir,Liderlik,Yönetim,Başarılı Değişim,James Clear,1,Temel,9,4,10,10,6,7,14,4,64,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; ilk saniye etkisi geliştirilmeli.",Kaynak kontrolü önerilir
705,1682,Hafıza ve Google etkisi — bilgiyi saklamaktan aramaya geçiş,Bilim,Teknoloji,The Shallows,Nicholas Carr,1,Temel,9,7,10,7,7,6,14,4,64,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
706,1689,EQ neden IQ'dan daha belirleyici — başarının gizli faktörü,Psikoloji,Psikoloji,Bütünleşik Zekanın Gücü,Travis Bradberry,1,Temel,10,5,10,8,6,6,14,5,64,Düşük öncelik,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
707,1670,Öfkeli bebeği taşımak — şefkatli bakım pratiği,Psikoloji,Psikoloji,Öfke,Thich Nhat Hanh,1,Temel,9,7,9,8,7,6,14,4,64,Düşük öncelik,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
708,1590,mTOR ve AMPK — hücrenin büyüme-onarım dengesi,Sağlık,Sağlık,Uzun Yaşam Bilimi,David Sinclair,1,Temel,10,4,10,13,7,5,13,2,64,Düşük öncelik,Carousel,mTOR ve AMPK anahtar metaforu anlaşılır; karmaşık biyolojiyi iki düğmeye indirmek güveni sınırlıyor.,Kaynak kontrolü şart
709,1470,Bitişen olasılıklar — sınırı genişletmek,Verimlilik,Yaratıcılık,Büyük Fikirler,Steven Johnson,1,Temel,10,4,9,12,7,5,13,4,64,Düşük öncelik,Carousel,Bitişik mümkün kavramı yeniliği sadeleştiriyor; soyut kaldığı için güçlü görseller ve örnekler gerektiriyor.,Kaynak kontrolü önerilir
710,1240,Köpek çalan komşuya farklı yaklaşım,İletişim,İletişim,İkna Sanatı,Dale Carnegie,1,Temel,11,7,8,9,9,6,13,1,64,Düşük öncelik,Kart testi,Suçlamak yerine dinlemek yararlı; benzer köpek öyküsünü tekrar ediyor ve olayın gerçek kaynağı belirsiz.,Kaynak kontrolü şart
711,1531,Büyük satışın küçük satıştan farkı,Finans,Satış,SPIN Satış,Neil Rackham,1,Temel,10,4,10,12,7,5,12,4,64,Düşük öncelik,Carousel,Büyük ve küçük satış farkı iş kitlesini yakalar; somut müşteri karakteri eklenirse anlatı daha güçlü olur.,Kaynak kontrolü önerilir
712,1109,IQ'yu geçen EQ deneyi,Psikoloji,Psikoloji,Emotional Intelligence,Daniel Goleman,1,Temel,12,7,9,11,8,5,12,0,64,Düşük öncelik,Carousel,IQ-EQ karşıtlığı dikkat çekiyor; isimsiz Harvard araştırması ve üstünlük iddiası güvenilir sunulmuyor.,Kaynak kontrolü şart
713,1084,"Önce kim, sonra ne",Verimlilik,İş Dünyası,Good to Great,Jim Collins,1,Temel,11,6,8,12,8,5,11,3,64,Düşük öncelik,Carousel,Otobüs metaforu kolay anlatılır fakat somut vaka zayıf; insan seçimine dair nüansları basitleştiriyor.,Kaynak kontrolü şart
714,1139,Güven inşasının dört çekirdeği,Liderlik,Liderlik,Hız ve Güven,Stephen M. R. Covey,1,Temel,10,6,8,14,8,4,10,4,64,Düşük öncelik,Carousel,"Dört güven bileşeni iyi bir kontrol listesi; hikâye, gerilim ve görsel dönüşüm bulunmuyor.",Kaynak kontrolü önerilir
715,1672,Derin çalışma — yüzeysel çalışmanın antitezi,Verimlilik,Verimlilik,Konsantrasyon Gücü,CNewport,1,Temel,9,5,10,9,6,6,14,4,63,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
716,1685,Düşünce kancaları — zihni ele geçiren hikayeler,Psikoloji,Psikoloji,Duygusal Çeviklik,Susan David,1,Temel,9,4,10,8,6,8,14,4,63,Düşük öncelik,Kart testi,Somut nesne veya sahne kısa videoda kolayca görselleşebilir; ilk saniye etkisi geliştirilmeli.,Kaynak kontrolü önerilir
717,1104,Bismarck'ın savaşmadan kazanma sanatı,Liderlik,Strateji,Güç Yasaları,Robert Greene,1,Temel,13,6,8,8,8,6,14,0,63,Düşük öncelik,Kart testi,Bismarck sahnesi görsel ancak savaşmadan birleşme iddiası tarihsel olarak yanlış; yeniden yazım gerekir.,Kaynak kontrolü şart
718,1328,Ayna ilkesi ve dış yansıma,Büyüme,Motivasyon,The Success Principles,Jack Canfield,1,Temel,12,6,8,9,8,6,13,1,63,Düşük öncelik,Kart testi,İnanç-davranış bağı tartışmaya değer; dış dünyayı iç inançların aynası saymak aşırı ve suçlayıcı.,Kaynak kontrolü şart
719,1500,Liderlik ve kültür şekillendirme,Liderlik,Liderlik,Kabile Liderliği,Dave Logan,1,Temel,9,4,9,13,7,5,12,4,63,Düşük öncelik,Carousel,Kültürün lider davranışından doğması doğru ve yararlı; somut olay eksikliği paylaşılabilirliği sınırlıyor.,Kaynak kontrolü önerilir
720,1509,Kısa vadeli kazanımlar ve değişim momentumu,Liderlik,Yönetim,Değişim Yönetimi,John Kotter,1,Temel,9,4,9,13,7,5,12,4,63,Düşük öncelik,Carousel,Kısa vadeli kazanımlar ilerlemeyi görünür kılıyor; örnek eklenirse video ritmi ve paylaşım değeri yükselir.,Kaynak kontrolü önerilir
721,1514,İki tür inovasyon,Verimlilik,İş Dünyası,Yıkıcı İnovasyon,Clayton Christensen,1,Temel,9,3,9,13,7,5,12,5,63,Düşük öncelik,Carousel,Sürdürücü ve yıkıcı yenilik ayrımı stratejik olarak değerli; kavramsal yoğunluk duygusal etkiyi azaltıyor.,Standart doğrulama
722,1528,Scrum'ın doğuşu,Liderlik,Yönetim,Çevik Yönetim,Jeff Sutherland,1,Temel,9,3,9,13,7,5,12,5,63,Düşük öncelik,Carousel,Scrum'ın kısa döngüleri ekipler için yararlı; geniş kitlede duygu ve özgün hikâye çekiciliği düşük.,Standart doğrulama
723,1092,Bir yıl 101 hedef deneyi,Verimlilik,Verimlilik,Odaklanma Gücü,Jack Canfield,1,Temel,12,7,8,11,8,5,12,0,63,Düşük öncelik,Carousel,101 hedef egzersizi denenebilir; yüzde 70-80 başarı ve araştırma karşılaştırması kaynaksız anlatılıyor.,Kaynak kontrolü şart
724,1103,Beş saniyelik kural ve erken kalkma,Sağlık,Alışkanlıklar,Sabah Rutini,Hal Elrod,1,Temel,12,6,8,11,8,5,12,1,63,Düşük öncelik,Carousel,Alarm sahnesi tanıdık ve uygulanabilir; beynin beş saniyede yetişemediği açıklaması kanıtsız.,Kaynak kontrolü şart
725,1134,Bilinçdışının gizli gücü,Psikoloji,Psikoloji,Sosyal Hayvan,David Brooks,1,Temel,12,6,8,11,8,5,12,1,63,Düşük öncelik,Carousel,Kararların yüzde doksanı iddiası güçlü kanca ama belirsiz ve aşırı; bilinçdışı fikri fazla genelleniyor.,Kaynak kontrolü şart
726,1145,"Kolay olmayacak, devam et",Büyüme,Motivasyon,Fark Yaratmak,William H. McRaven,1,Temel,11,7,8,10,9,5,11,2,63,Düşük öncelik,Kart testi,Bu geçecek sözü duygusal ama isimsiz eğitimci ve genel öğüt özgünlük ile güveni azaltıyor.,Kaynak kontrolü şart
727,1655,"Yaratıcı süreç — hazırlık, kuluçka ve aydınlanma",Verimlilik,Yaratıcılık,Yaratıcılık ve Akış,Mihaly Csikszentmihalyi,1,Temel,9,4,10,9,6,6,14,4,62,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
728,1674,Derin çalışma ritüelleri — kapasitenin kasıtlı inşası,Verimlilik,Verimlilik,Konsantrasyon Gücü,CNewport,1,Temel,9,5,10,9,6,5,14,4,62,Düşük öncelik,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
729,1442,Görünürlük ve geri bildirim — iyi tasarımın iki direği,Verimlilik,Tasarım,Gündelik Nesneler Tasarımı,Don Norman,1,Temel,9,4,9,12,7,4,12,5,62,Düşük öncelik,Carousel,Görünürlük ve geri bildirim ilkeleri tasarımcıya yararlı; anlatıdan çok eğitim kartı gibi çalışıyor.,Standart doğrulama
730,1507,Sekiz adım ve hata bir,Liderlik,Yönetim,Değişim Yönetimi,John Kotter,1,Temel,9,3,9,13,7,5,12,4,62,Düşük öncelik,Carousel,Değişimde aciliyet yaratma iş liderlerine yararlı; yüzde 70 iddiası kaynak ister ve anlatı kurumsal kalıyor.,Kaynak kontrolü önerilir
731,1445,Net Tavsiye Skoru'nun doğuşu,Verimlilik,İş Dünyası,Sadakat Etkisi,Frederick Reichheld,1,Temel,9,3,8,13,6,6,12,5,62,Düşük öncelik,Carousel,"NPS yöntemi pratik ve kaydedilir; ancak kurumsal anlatım duygu, sesli not ve viral görsellikte zayıf.",Standart doğrulama
732,1530,Tahmin etmek değil ölçmek,Liderlik,Yönetim,Çevik Yönetim,Jeff Sutherland,1,Temel,9,3,8,13,6,6,12,5,62,Düşük öncelik,Carousel,"Hız ölçümü proje ekiplerine pratik değer sağlar; teknik konu paylaşım, duygu ve sesli not isteğini sınırlıyor.",Standart doğrulama
733,1262,Genç askerin kibri,Felsefe,Felsefe,Ego Is the Enemy,Ryan Holiday,1,Temel,10,6,9,11,7,5,11,3,62,Düşük öncelik,Carousel,Ego ve öğrenme mesajı yararlı ama başlığın vadettiği somut asker öyküsü yok; anlatı genellemelerde kalıyor.,Kaynak kontrolü şart
734,1460,Beş yetkinlik çerçevesi,Liderlik,Liderlik,İş Hayatında Duygusal Zeka,Daniel Goleman,1,Temel,9,5,9,14,7,5,11,2,62,Düşük öncelik,Carousel,Beş EQ yetkinliği faydalı bir kontrol listesi; yüksek başarı yüzdesi iddiası güven ve paylaşımı sınırlıyor.,Kaynak kontrolü şart
735,1506,Nesnel kriterler ve meşruiyet,İletişim,Müzakere,Müzakerede Evet Almak,Roger Fisher,1,Temel,9,3,9,13,6,6,11,5,62,Düşük öncelik,Carousel,"Objektif kriter ilkesi sağlam ve faydalı; hikâye, karakter ve görsel sürpriz eksikliği viral etkiyi düşürüyor.",Standart doğrulama
736,1508,Güçlendirici koalisyon,Liderlik,Yönetim,Değişim Yönetimi,John Kotter,1,Temel,9,4,9,13,6,6,11,4,62,Düşük öncelik,Carousel,Rehber koalisyon ekip yönetiminde kaydedilebilir; teknik çerçeve tek başına güçlü duygu üretmiyor.,Kaynak kontrolü önerilir
737,1541,SQVID çerçevesi — doğru görseli seçmek,Verimlilik,Yaratıcılık,Peçete Arkası,Dan Roam,1,Temel,9,3,9,13,6,6,11,5,62,Düşük öncelik,Carousel,SQVID beşlisi sunum tasarlayanlara yararlı; adı ve soyut çerçevesi geniş kitlede düşük duygu yaratıyor.,Standart doğrulama
738,1549,Vizyonun kağıtta kalması — EOS neden işletmeleri kurtarıyor,Liderlik,Yönetim,Ölçülebilir Büyüme,Gino Wickman,1,Temel,9,3,9,13,6,6,11,5,62,Düşük öncelik,Carousel,"EOS vizyon çerçevesi işletmeler için düzenleyici; genel izleyicide olay, karakter ve duygu üretmiyor.",Standart doğrulama
739,1555,Business Model Canvas — bir sayfada tüm iş modeli,Verimlilik,Girişimcilik,İş Modeli Üretimi,Alexander Osterwalder,1,Temel,9,3,9,14,6,5,11,5,62,Düşük öncelik,Carousel,İş Modeli Kanvası dokuz kutuyla çok kaydedilebilir; geniş kitle için duygu ve video hikâyesi sınırlı.,Standart doğrulama
740,1529,Günlük stand-up ve şeffaflık,Liderlik,Yönetim,Çevik Yönetim,Jeff Sutherland,1,Temel,9,4,8,13,7,5,11,5,62,Düşük öncelik,Carousel,"Üç soruluk günlük toplantı doğrudan kullanılabilir; içerik daha çok eğitim notu, daha az sosyal medya hikâyesi.",Standart doğrulama
741,1551,Haftalık L10 toplantısı — kaosun ritme dönüşmesi,Liderlik,Yönetim,Ölçülebilir Büyüme,Gino Wickman,1,Temel,9,3,8,14,6,6,11,5,62,Düşük öncelik,Carousel,L10 toplantı sistemi kaydetmelik bir yönetim aracı; teknik format sosyal paylaşım ve duygusal bağda zayıf.,Standart doğrulama
742,1434,Şeffaflık ve hizalanma,Liderlik,Yönetim,Büyüme Kültürü,John Doerr,1,Temel,9,4,9,13,6,6,10,5,62,Düşük öncelik,Carousel,Şeffaf OKR fikri ekipler için faydalı; fakat dramatik gerilim ve görsel çeşit sınırlı.,Standart doğrulama
743,1208,Karakter ve koşullar,Felsefe,Felsefe,İnsan Nasıl Düşünür,James Allen,1,Temel,12,6,7,10,8,5,12,1,61,Düşük öncelik,Kart testi,İç tutum mesajı düşündürücü; dış koşulları kişinin yarattığı iddiası mağduru suçlama ve doğruluk riski taşır.,Kaynak kontrolü şart
